time;Model Root/CTRL_VEH/DriverRequest [%]/Value;Model Root/STATUS_BAT/StateOfCharge [%]/Value
14.850000;0.00;69.87
14.860000;0.00;69.87
14.870000;0.00;69.87
14.880000;0.00;69.87
14.890000;0.00;69.87
14.900000;0.00;69.87
14.910000;0.00;69.87
14.920000;0.00;69.87
14.930000;0.00;69.87
14.940000;0.00;69.87
14.950000;0.00;69.87
14.960000;0.00;69.87
14.970000;0.00;69.87
14.980000;0.00;69.87
14.990000;0.00;69.87
15.000000;0.00;69.87
15.010000;0.00;69.87
15.020000;0.00;69.87
15.030000;0.00;69.87
15.040000;0.00;69.87
15.050000;0.00;69.87
15.060000;0.00;69.87
15.070000;0.00;69.87
15.080000;0.00;69.87
15.090000;0.00;69.87
15.100000;0.00;69.87
15.110000;0.00;69.87
15.120000;0.00;69.87
15.130000;0.00;69.87
15.140000;0.00;69.87
15.150000;0.00;69.87
15.160000;0.00;69.87
15.170000;0.00;69.87
15.180000;0.00;69.87
15.190000;0.00;69.87
15.200000;0.00;69.87
15.210000;0.00;69.87
15.220000;0.00;69.87
15.230000;0.00;69.87
15.240000;0.00;69.87
15.250000;0.00;69.87
15.260000;0.00;69.87
15.270000;0.00;69.87
15.280000;0.00;69.87
15.290000;0.00;69.87
15.300000;0.00;69.87
15.310000;0.00;69.87
15.320000;0.00;69.87
15.330000;0.00;69.87
15.340000;0.00;69.87
15.350000;0.00;69.87
15.360000;0.00;69.87
15.370000;0.00;69.87
15.380000;0.00;69.87
15.390000;0.00;69.87
15.400000;0.00;69.87
15.410000;0.00;69.87
15.420000;0.00;69.87
15.430000;0.00;69.87
15.440000;0.00;69.87
15.450000;0.00;69.87
15.460000;0.00;69.87
15.470000;0.00;69.87
15.480000;0.00;69.87
15.490000;0.00;69.87
15.500000;0.00;69.87
15.510000;0.00;69.87
15.520000;0.00;69.87
15.530000;0.00;69.87
15.540000;0.00;69.87
15.550000;0.00;69.87
15.560000;0.00;69.87
15.570000;0.00;69.87
15.580000;0.00;69.87
15.590000;0.00;69.87
15.600000;0.00;69.87
15.610000;0.00;69.87
15.620000;0.00;69.87
15.630000;0.00;69.87
15.640000;0.00;69.87
15.650000;0.00;69.87
15.660000;0.00;69.87
15.670000;0.00;69.87
15.680000;0.00;69.87
15.690000;0.00;69.87
15.700000;0.00;69.86
15.710000;0.00;69.86
15.720000;0.00;69.86
15.730000;0.00;69.86
15.740000;0.00;69.86
15.750000;0.00;69.86
15.760000;0.00;69.86
15.770000;0.00;69.86
15.780000;0.00;69.86
15.790000;0.00;69.86
15.800000;0.00;69.86
15.810000;0.00;69.86
15.820000;0.00;69.86
15.830000;0.00;69.86
15.840000;0.00;69.86
15.850000;0.00;69.86
15.860000;0.00;69.86
15.870000;0.00;69.86
15.880000;0.00;69.86
15.890000;0.00;69.86
15.900000;0.00;69.86
15.910000;0.00;69.86
15.920000;0.00;69.86
15.930000;0.00;69.86
15.940000;0.00;69.86
15.950000;0.00;69.86
15.960000;0.00;69.86
15.970000;0.00;69.86
15.980000;0.00;69.86
15.990000;0.00;69.86
16.000000;0.00;69.86
16.010000;0.00;69.86
16.020000;0.00;69.86
16.030000;0.00;69.86
16.040000;0.00;69.86
16.050000;0.00;69.86
16.060000;0.00;69.86
16.070000;0.00;69.86
16.080000;0.00;69.86
16.090000;0.00;69.86
16.100000;0.00;69.86
16.110000;0.00;69.86
16.120000;0.00;69.86
16.130000;0.00;69.86
16.140000;0.00;69.86
16.150000;0.00;69.86
16.160000;0.00;69.86
16.170000;0.00;69.86
16.180000;0.00;69.86
16.190000;0.00;69.86
16.200000;0.00;69.86
16.210000;0.00;69.86
16.220000;0.00;69.86
16.230000;0.00;69.86
16.240000;0.00;69.86
16.250000;0.00;69.86
16.260000;0.00;69.86
16.270000;0.00;69.86
16.280000;0.00;69.86
16.290000;0.00;69.86
16.300000;0.00;69.86
16.310000;0.00;69.86
16.320000;0.00;69.86
16.330000;0.00;69.86
16.340000;0.00;69.86
16.350000;0.00;69.86
16.360000;0.00;69.86
16.370000;0.00;69.86
16.380000;0.00;69.86
16.390000;0.00;69.86
16.400000;0.00;69.86
16.410000;0.00;69.86
16.420000;0.00;69.86
16.430000;0.00;69.86
16.440000;0.00;69.86
16.450000;0.00;69.86
16.460000;0.00;69.86
16.470000;0.00;69.86
16.480000;0.00;69.86
16.490000;0.00;69.86
16.500000;0.00;69.86
16.510000;0.00;69.86
16.520000;0.00;69.86
16.530000;0.00;69.86
16.540000;0.00;69.85
16.550000;0.00;69.85
16.560000;0.00;69.85
16.570000;0.00;69.85
16.580000;0.00;69.85
16.590000;0.00;69.85
16.600000;0.00;69.85
16.610000;0.00;69.85
16.620000;0.00;69.85
16.630000;0.00;69.85
16.640000;0.00;69.85
16.650000;0.00;69.85
16.660000;0.00;69.85
16.670000;0.00;69.85
16.680000;0.00;69.85
16.690000;0.00;69.85
16.700000;0.00;69.85
16.710000;0.00;69.85
16.720000;0.00;69.85
16.730000;0.00;69.85
16.740000;0.00;69.85
16.750000;0.00;69.85
16.760000;0.00;69.85
16.770000;0.00;69.85
16.780000;0.00;69.85
16.790000;0.00;69.85
16.800000;0.00;69.85
16.810000;0.00;69.85
16.820000;0.00;69.85
16.830000;0.00;69.85
16.840000;0.00;69.85
16.850000;0.00;69.85
16.860000;0.00;69.85
16.870000;0.00;69.85
16.880000;0.00;69.85
16.890000;0.00;69.85
16.900000;0.00;69.85
16.910000;0.00;69.85
16.920000;0.00;69.85
16.930000;0.00;69.85
16.940000;0.00;69.85
16.950000;0.00;69.85
16.960000;0.00;69.85
16.970000;0.00;69.85
16.980000;0.00;69.85
16.990000;0.00;69.85
17.000000;0.00;69.85
17.010000;0.00;69.85
17.020000;0.00;69.85
17.030000;0.00;69.85
17.040000;0.00;69.85
17.050000;0.00;69.85
17.060000;0.00;69.85
17.070000;0.00;69.85
17.080000;0.00;69.85
17.090000;0.00;69.85
17.100000;0.00;69.85
17.110000;0.00;69.85
17.120000;0.00;69.85
17.130000;0.00;69.85
17.140000;0.00;69.85
17.150000;0.00;69.85
17.160000;0.00;69.85
17.170000;0.00;69.85
17.180000;0.00;69.85
17.190000;0.00;69.85
17.200000;0.00;69.85
17.210000;0.00;69.85
17.220000;0.00;69.85
17.230000;0.00;69.85
17.240000;0.00;69.85
17.250000;0.00;69.85
17.260000;0.00;69.85
17.270000;0.00;69.85
17.280000;0.00;69.85
17.290000;0.00;69.85
17.300000;0.00;69.85
17.310000;0.00;69.85
17.320000;0.00;69.85
17.330000;0.00;69.85
17.340000;0.00;69.85
17.350000;0.00;69.85
17.360000;0.00;69.85
17.370000;0.00;69.84
17.380000;0.00;69.84
17.390000;0.00;69.84
17.400000;0.00;69.84
17.410000;0.00;69.84
17.420000;0.00;69.84
17.430000;0.00;69.84
17.440000;0.00;69.84
17.450000;0.00;69.84
17.460000;0.00;69.84
17.470000;0.00;69.84
17.480000;0.00;69.84
17.490000;0.00;69.84
17.500000;0.00;69.84
17.510000;0.00;69.84
17.520000;0.00;69.84
17.530000;0.00;69.84
17.540000;0.00;69.84
17.550000;0.00;69.84
17.560000;0.00;69.84
17.570000;0.00;69.84
17.580000;0.00;69.84
17.590000;0.00;69.84
17.600000;0.00;69.84
17.610000;0.00;69.84
17.620000;0.00;69.84
17.630000;0.00;69.84
17.640000;0.00;69.84
17.650000;0.00;69.84
17.660000;0.00;69.84
17.670000;0.00;69.84
17.680000;0.00;69.84
17.690000;0.00;69.84
17.700000;0.00;69.84
17.710000;0.00;69.84
17.720000;0.00;69.84
17.730000;0.00;69.84
17.740000;0.00;69.84
17.750000;0.00;69.84
17.760000;0.00;69.84
17.770000;0.00;69.84
17.780000;0.00;69.84
17.790000;0.00;69.84
17.800000;0.00;69.84
17.810000;0.00;69.84
17.820000;0.00;69.84
17.830000;0.00;69.84
17.840000;0.00;69.84
17.850000;0.00;69.84
17.860000;0.00;69.84
17.870000;0.00;69.84
17.880000;0.00;69.84
17.890000;0.00;69.84
17.900000;0.00;69.84
17.910000;0.00;69.84
17.920000;0.00;69.84
17.930000;0.00;69.84
17.940000;0.00;69.84
17.950000;0.00;69.84
17.960000;0.00;69.84
17.970000;0.00;69.84
17.980000;0.00;69.84
17.990000;0.00;69.84
18.000000;0.00;69.84
18.010000;0.00;69.84
18.020000;0.00;69.84
18.030000;0.00;69.84
18.040000;0.00;69.84
18.050000;0.00;69.84
18.060000;0.00;69.84
18.070000;0.00;69.84
18.080000;0.00;69.84
18.090000;0.00;69.84
18.100000;0.00;69.84
18.110000;0.00;69.84
18.120000;0.00;69.84
18.130000;0.00;69.84
18.140000;0.00;69.84
18.150000;0.00;69.84
18.160000;0.00;69.84
18.170000;0.00;69.84
18.180000;0.00;69.84
18.190000;0.00;69.83
18.200000;0.00;69.83
18.210000;0.00;69.83
18.220000;0.00;69.83
18.230000;0.00;69.83
18.240000;0.00;69.83
18.250000;0.00;69.83
18.260000;0.00;69.83
18.270000;0.00;69.83
18.280000;0.00;69.83
18.290000;0.00;69.83
18.300000;0.00;69.83
18.310000;0.00;69.83
18.320000;0.00;69.83
18.330000;0.00;69.83
18.340000;0.00;69.83
18.350000;0.00;69.83
18.360000;0.00;69.83
18.370000;0.00;69.83
18.380000;0.00;69.83
18.390000;0.00;69.83
18.400000;0.00;69.83
18.410000;0.00;69.83
18.420000;0.00;69.83
18.430000;0.00;69.83
18.440000;0.00;69.83
18.450000;0.00;69.83
18.460000;0.00;69.83
18.470000;0.00;69.83
18.480000;0.00;69.83
18.490000;0.00;69.83
18.500000;0.00;69.83
18.510000;0.00;69.83
18.520000;0.00;69.83
18.530000;0.00;69.83
18.540000;0.00;69.83
18.550000;0.00;69.83
18.560000;0.00;69.83
18.570000;0.00;69.83
18.580000;0.00;69.83
18.590000;0.00;69.83
18.600000;0.00;69.83
18.610000;0.00;69.83
18.620000;0.00;69.83
18.630000;0.00;69.83
18.640000;0.00;69.83
18.650000;0.00;69.83
18.660000;0.00;69.83
18.670000;0.00;69.83
18.680000;0.00;69.83
18.690000;0.00;69.83
18.700000;0.00;69.83
18.710000;0.00;69.83
18.720000;0.00;69.83
18.730000;0.00;69.83
18.740000;0.00;69.83
18.750000;0.00;69.83
18.760000;0.00;69.83
18.770000;0.00;69.83
18.780000;0.00;69.83
18.790000;0.00;69.83
18.800000;0.00;69.83
18.810000;0.00;69.83
18.820000;0.00;69.83
18.830000;0.00;69.83
18.840000;0.00;69.83
18.850000;0.00;69.83
18.860000;0.00;69.83
18.870000;0.00;69.83
18.880000;0.00;69.83
18.890000;0.00;69.83
18.900000;0.00;69.83
18.910000;0.00;69.83
18.920000;0.00;69.83
18.930000;0.00;69.83
18.940000;0.00;69.83
18.950000;0.00;69.83
18.960000;0.00;69.83
18.970000;0.00;69.83
18.980000;0.00;69.83
18.990000;0.00;69.83
19.000000;0.00;69.83
19.010000;0.00;69.82
19.020000;0.00;69.82
19.030000;0.00;69.82
19.040000;0.00;69.82
19.050000;0.00;69.82
19.060000;0.00;69.82
19.070000;0.00;69.82
19.080000;0.00;69.82
19.090000;0.00;69.82
19.100000;0.00;69.82
19.110000;0.00;69.82
19.120000;0.00;69.82
19.130000;0.00;69.82
19.140000;0.00;69.82
19.150000;0.00;69.82
19.160000;0.00;69.82
19.170000;0.00;69.82
19.180000;0.00;69.82
19.190000;0.00;69.82
19.200000;0.00;69.82
19.210000;0.00;69.82
19.220000;0.00;69.82
19.230000;0.00;69.82
19.240000;0.00;69.82
19.250000;0.00;69.82
19.260000;0.00;69.82
19.270000;0.00;69.82
19.280000;0.00;69.82
19.290000;0.00;69.82
19.300000;0.00;69.82
19.310000;0.00;69.82
19.320000;0.00;69.82
19.330000;0.00;69.82
19.340000;0.00;69.82
19.350000;0.00;69.82
19.360000;0.00;69.82
19.370000;0.00;69.82
19.380000;0.00;69.82
19.390000;0.00;69.82
19.400000;0.00;69.82
19.410000;0.00;69.82
19.420000;0.00;69.82
19.430000;0.00;69.82
19.440000;0.00;69.82
19.450000;0.00;69.82
19.460000;0.00;69.82
19.470000;0.00;69.82
19.480000;0.00;69.82
19.490000;0.00;69.82
19.500000;0.00;69.82
19.510000;0.00;69.82
19.520000;0.00;69.82
19.530000;0.00;69.82
19.540000;0.00;69.82
19.550000;0.00;69.82
19.560000;0.00;69.82
19.570000;0.00;69.82
19.580000;0.00;69.82
19.590000;0.00;69.82
19.600000;0.00;69.82
19.610000;0.00;69.82
19.620000;0.00;69.82
19.630000;0.00;69.82
19.640000;0.00;69.82
19.650000;0.00;69.82
19.660000;0.00;69.82
19.670000;0.00;69.82
19.680000;0.00;69.82
19.690000;0.00;69.82
19.700000;0.00;69.82
19.710000;0.00;69.82
19.720000;0.00;69.82
19.730000;0.00;69.82
19.740000;0.00;69.82
19.750000;0.00;69.82
19.760000;0.00;69.82
19.770000;0.00;69.82
19.780000;0.00;69.82
19.790000;0.00;69.82
19.800000;0.00;69.82
19.810000;0.00;69.82
19.820000;0.00;69.81
19.830000;0.00;69.81
19.840000;0.00;69.81
19.850000;0.00;69.81
19.860000;0.00;69.81
19.870000;0.00;69.81
19.880000;0.00;69.81
19.890000;0.00;69.81
19.900000;0.00;69.81
19.910000;0.00;69.81
19.920000;0.00;69.81
19.930000;0.00;69.81
19.940000;0.00;69.81
19.950000;0.00;69.81
19.960000;0.00;69.81
19.970000;0.00;69.81
19.980000;0.00;69.81
19.990000;0.00;69.81
20.000000;0.00;69.81
20.010000;0.00;69.81
20.020000;0.00;69.81
20.030000;0.00;69.81
20.040000;0.00;69.81
20.050000;0.00;69.81
20.060000;0.00;69.81
20.070000;0.00;69.81
20.080000;0.00;69.81
20.090000;0.00;69.81
20.100000;0.00;69.81
20.110000;0.00;69.81
20.120000;0.00;69.81
20.130000;0.00;69.81
20.140000;0.00;69.81
20.150000;0.00;69.81
20.160000;0.00;69.81
20.170000;0.00;69.81
20.180000;0.00;69.81
20.190000;0.00;69.81
20.200000;0.00;69.81
20.210000;0.00;69.81
20.220000;0.00;69.81
20.230000;0.00;69.81
20.240000;0.00;69.81
20.250000;0.00;69.81
20.260000;0.00;69.81
20.270000;0.00;69.81
20.280000;0.00;69.81
20.290000;0.00;69.81
20.300000;0.00;69.81
20.310000;0.00;69.81
20.320000;0.00;69.81
20.330000;0.00;69.81
20.340000;0.00;69.81
20.350000;0.00;69.81
20.360000;0.00;69.81
20.370000;0.00;69.81
20.380000;0.00;69.81
20.390000;0.00;69.81
20.400000;0.00;69.81
20.410000;0.00;69.81
20.420000;0.00;69.81
20.430000;0.00;69.81
20.440000;0.00;69.81
20.450000;0.00;69.81
20.460000;0.00;69.81
20.470000;0.00;69.81
20.480000;0.00;69.81
20.490000;0.00;69.81
20.500000;0.00;69.81
20.510000;0.00;69.81
20.520000;0.00;69.81
20.530000;0.00;69.81
20.540000;0.00;69.81
20.550000;0.00;69.81
20.560000;0.00;69.81
20.570000;0.00;69.81
20.580000;0.00;69.81
20.590000;0.00;69.81
20.600000;0.00;69.81
20.610000;0.00;69.81
20.620000;0.00;69.80
20.630000;0.00;69.80
20.640000;0.00;69.80
20.650000;0.00;69.80
20.660000;0.00;69.80
20.670000;0.00;69.80
20.680000;0.00;69.80
20.690000;0.00;69.80
20.700000;0.00;69.80
20.710000;0.00;69.80
20.720000;0.00;69.80
20.730000;0.00;69.80
20.740000;0.00;69.80
20.750000;0.00;69.80
20.760000;0.00;69.80
20.770000;0.00;69.80
20.780000;0.00;69.80
20.790000;0.00;69.80
20.800000;0.00;69.80
20.810000;0.00;69.80
20.820000;0.00;69.80
20.830000;0.00;69.80
20.840000;0.00;69.80
20.850000;0.00;69.80
20.860000;0.00;69.80
20.870000;0.00;69.80
20.880000;0.00;69.80
20.890000;0.00;69.80
20.900000;0.00;69.80
20.910000;0.00;69.80
20.920000;0.00;69.80
20.930000;0.00;69.80
20.940000;0.00;69.80
20.950000;0.00;69.80
20.960000;0.00;69.80
20.970000;0.00;69.80
20.980000;0.00;69.80
20.990000;0.00;69.80
21.000000;0.00;69.80
21.010000;0.00;69.80
21.020000;0.00;69.80
21.030000;0.00;69.80
21.040000;0.00;69.80
21.050000;0.00;69.80
21.060000;0.00;69.80
21.070000;0.00;69.80
21.080000;0.00;69.80
21.090000;0.00;69.80
21.100000;0.00;69.80
21.110000;0.00;69.80
21.120000;0.00;69.80
21.130000;0.00;69.80
21.140000;0.00;69.80
21.150000;0.00;69.80
21.160000;0.00;69.80
21.170000;0.00;69.80
21.180000;0.00;69.80
21.190000;0.00;69.80
21.200000;0.00;69.80
21.210000;0.00;69.80
21.220000;0.00;69.80
21.230000;0.00;69.80
21.240000;0.00;69.80
21.250000;0.00;69.80
21.260000;0.00;69.80
21.270000;0.00;69.80
21.280000;0.00;69.80
21.290000;0.00;69.80
21.300000;0.00;69.80
21.310000;0.00;69.80
21.320000;0.00;69.80
21.330000;0.00;69.80
21.340000;0.00;69.80
21.350000;0.00;69.80
21.360000;0.00;69.80
21.370000;0.00;69.80
21.380000;0.00;69.80
21.390000;0.00;69.80
21.400000;0.00;69.80
21.410000;0.00;69.79
21.420000;0.00;69.79
21.430000;0.00;69.79
21.440000;0.00;69.79
21.450000;0.00;69.79
21.460000;0.00;69.79
21.470000;0.00;69.79
21.480000;0.00;69.79
21.490000;0.00;69.79
21.500000;0.00;69.79
21.510000;0.00;69.79
21.520000;0.00;69.79
21.530000;0.00;69.79
21.540000;0.00;69.79
21.550000;0.00;69.79
21.560000;0.00;69.79
21.570000;0.00;69.79
21.580000;0.00;69.79
21.590000;0.00;69.79
21.600000;0.00;69.79
21.610000;0.00;69.79
21.620000;0.00;69.79
21.630000;0.00;69.79
21.640000;0.00;69.79
21.650000;0.00;69.79
21.660000;0.00;69.79
21.670000;0.00;69.79
21.680000;0.00;69.79
21.690000;0.00;69.79
21.700000;0.00;69.79
21.710000;0.00;69.79
21.720000;0.00;69.79
21.730000;0.00;69.79
21.740000;0.00;69.79
21.750000;0.00;69.79
21.760000;0.00;69.79
21.770000;0.00;69.79
21.780000;0.00;69.79
21.790000;0.00;69.79
21.800000;0.00;69.79
21.810000;0.00;69.79
21.820000;0.00;69.79
21.830000;0.00;69.79
21.840000;0.00;69.79
21.850000;0.00;69.79
21.860000;0.00;69.79
21.870000;0.00;69.79
21.880000;0.00;69.79
21.890000;0.00;69.79
21.900000;0.00;69.79
21.910000;0.00;69.79
21.920000;0.00;69.79
21.930000;0.00;69.79
21.940000;0.00;69.79
21.950000;0.00;69.79
21.960000;0.00;69.79
21.970000;0.00;69.79
21.980000;0.00;69.79
21.990000;0.00;69.79
22.000000;0.00;69.79
22.010000;0.00;69.79
22.020000;0.00;69.79
22.030000;0.00;69.79
22.040000;0.00;69.79
22.050000;0.00;69.79
22.060000;0.00;69.79
22.070000;0.00;69.79
22.080000;0.00;69.79
22.090000;0.00;69.79
22.100000;0.00;69.79
22.110000;0.00;69.79
22.120000;0.00;69.79
22.130000;0.00;69.79
22.140000;0.00;69.79
22.150000;0.00;69.79
22.160000;0.00;69.79
22.170000;0.00;69.79
22.180000;0.00;69.79
22.190000;0.00;69.78
22.200000;0.00;69.78
22.210000;0.00;69.78
22.220000;0.00;69.78
22.230000;0.00;69.78
22.240000;0.00;69.78
22.250000;0.00;69.78
22.260000;0.00;69.78
